label,text
anger,I felt it on the same occasion when I felt sadness which finally à grew into anger.
sadness,My living and working conditions at home were unbearable. We used à to live in a three room flat together with two more families. The à discords caused a change - one of the families moved out. The à other family stayed with us but I drifted away from my fiancT. In à fact we were two families in the flat. Then I found myself alone à in the struggle for this life because my fiancT did not stay next à to me my grief and sorrow took on large proportions. I wanted to à commit suicide but instead I threw myself against the cause of à the irritation.
disgust,"I am disgusted with my sister's husband. On an early Sunday à morning after having knocked at my door, he suddenly rushed in à and finching me still in bed he began quarrelling about à something. I could not understand. I heard his last words: ""Don't à stare at me so because I'll beat you in your bed"" I got up à terrified and a thrashing followed."
shame,I feel shame mixed with anger with the behavior of some à incultivated people because my fiancT is a foreigner.
guilt,I felt guilt because on account of my ambitions I nearly turned à my sister out of my parents home.
joy,That was what I felt when I was finally accepted in the Bulgarian à Conservatorie after I had applied a couple of years.
fear,I experienced this feeling when the doctors found a nodule in one à of my mother's breasts. It turned out to be an occlusion à resulting from continious sucking but for a few days I was not in my à reason.
anger,I had an accident with a trafic police car that was packed at a à curve without any visibility and against all traffic regulations à in a strong snowstorm. As a result I still cannot repair my car à because of the missing spare parts.
sadness,"A sudden doubt made me run for a long time in a rainy autumn à night. When I reached the intended place I saw my beloved in à another man's arms. A sudden blow, grief, I cannot qualify it, it à is painful for me to remember about it."
disgust,"I felt disgust with a man I had trusted and respected, to whose à problems I had always shown deep understanding."
shame,I was given the task to learn a page of music text for a small à part. But I had forgotten all about it and I felt quite awkward à when I had to show what I had prepared.
guilt,Some time ago I slapped my son without trying to understand who à the real culprit of a damage was. After that I felt guilty and à bad but it was too late.
